img;name;region;difficulty;time;portions;ingredients;elaboration
https://assets.tmecosys.com/image/upload/t_web767x639/img/recipe/ras/Assets/68609874-69F6-407D-99A0-F52E22DEE5D7/Derivates/1244BD75-3813-46B6-B031-CAFAB3B7D859.jpg;Tarta de tres chocolates;España;Difícil;90;10;Chocolate negro: 200 g, Chocolate con leche: 200 g, Chocolate blanco: 200 g, Nata para montar: 600 ml, Azúcar: 150 g, Gelatina: 9 g, Base de galleta: 200 g;Para preparar una tarta de tres chocolates, haz tres capas de mousse: una de chocolate negro, otra de chocolate con leche y otra de chocolate blanco. Para cada capa, derrite el chocolate correspondiente y mézclalo con nata montada y gelatina disuelta. Vierte cada capa en un molde y deja enfriar antes de añadir la siguiente. Sirve bien fría.
https://imag.bonviveur.com/almendras-garrapinadas.jpg;Almendras garrapiñadas;España;Fácil;30;4;Almendras: 200 g, Azúcar: 100 g, Agua: 50 ml, Canela: al gusto;Para hacer almendras garrapiñadas, pon 200 g de almendras en una sartén con 100 g de azúcar y un poco de agua. Cocina a fuego medio, removiendo constantemente, hasta que el azúcar se caramelice y cubra las almendras. Deja enfriar sobre papel encerado.
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsTFd2-hl0g_BzCqQtooRAVuFweL18qV6_7A&s;Costrada;Castilla y León;Difícil;90;8;Masa de hojaldre: 1 lámina, Crema pastelera: 500 ml, Azúcar: 100 g, Almendras: 50 g;Para preparar costrada, haz una masa con harina, mantequilla y agua. Extiende y coloca en un molde. Rellena con crema pastelera y cubre con otra capa de masa. Hornea a 180 °C durante 30-35 minutos. Deja enfriar y espolvorea con azúcar glas.
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNFjI5eNhPmPd1Z_Cg_yL7Tg4jWLDBPliDow&s;Carbayones;Asturias;Media;90;6;Masa de hojaldre: 1 lámina, Almendra molida: 200 g, Azúcar: 100 g, Huevos: 2, Canela: al gusto;Los carbayones son un dulce típico de Asturias. Para hacerlos, prepara una masa de hojaldre y corta en rectángulos. Rellena con una mezcla de almendra molida, azúcar, huevo y canela. Dobla y hornea a 180 °C hasta dorar. Deja enfriar y espolvorea con azúcar glas.
https://www.hola.com/horizon/landscape/fac0ac4423b7-portada-quesada-adobe-t.jpg;Quesada pasiega;Cantabria;Media;60;8;Queso fresco: 500 g, Azúcar: 200 g, Huevos: 3, Harina: 100 g, Leche: 100 ml, Limón: al gusto;Para hacer quesada pasiega, mezcla 500 g de requesón, 200 g de azúcar, 3 huevos, 100 g de mantequilla derretida y 100 g de harina. Vierte en un molde y hornea a 180 °C durante 45 minutos. Deja enfriar antes de servir, ideal para acompañar con mermelada.
https://www.qualivita.it/wp-content/uploads/new/2015/07/FS_Mazapan-de-Toledo.jpg;Mazapán de Toledo;Castilla La Mancha;Fácil;30;8;Almendra molida: 200 g, Azúcar: 200 g, Clara de huevo: 1, Agua: 50 ml;Para preparar mazapán de Toledo, mezcla 250 g de almendras molidas con 250 g de azúcar y un poco de agua hasta obtener una masa. Forma figuritas y hornéalas a baja temperatura hasta que estén doradas. Deja enfriar antes de servir.
https://www.somoslosartesanitos.com/wp-content/uploads/2023/08/polvorones-de-estepa-1200x600.jpg;Polvorones;Andalucía;Fácil;40;12;Harina: 250 g, Manteca de cerdo: 125 g, Azúcar: 75 g, Almendras: 50 g, Canela: al gusto;Para hacer polvorones, mezcla 500 g de harina, 200 g de manteca de cerdo, 100 g de azúcar y canela al gusto. Forma bolitas y aplánalas ligeramente. Hornea a 180 °C durante 15-20 minutos. Deja enfriar y espolvorea con azúcar glas.
https://www.cocinandoconcatman.com/wp-content/uploads/2015/05/bizcocho-de-aceite-de-oliva-y-almendras-horizontal.jpg;Bizcocho de aceita de oliva;Andalucía;Fácil;45;8;Harina: 250 g, Azúcar: 200 g, Aceite de oliva: 100 ml, Huevos: 3, Levadura: 1 sobre, Limón: al gusto;Para preparar bizcocho de aceite de oliva, mezcla 250 g de harina, 200 g de azúcar, 4 huevos, 100 ml de aceite de oliva y 100 ml de leche. Añade 1 cucharadita de levadura. Vierte en un molde y hornea a 180 °C durante 30-35 minutos. Deja enfriar antes de servir.
https://www.arrese.biz/wp-content/uploads/2021/04/solo-un-instante-photography_arrese-pasteles-145.jpg;Pantxineta;País Vasco;Media;70;6;Masa de hojaldre: 1 lámina, Crema pastelera: 400 ml, Almendras: 50 g, Azúcar: 100 g;Para hacer pantxineta, extiende una lámina de masa de hojaldre y corta en un rectángulo. Rellena con crema pastelera y cubre con otra capa de hojaldre. Hornea a 200 °C durante 20-25 minutos hasta dorar. Deja enfriar y espolvorea con azúcar glas.
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4IYHGqWV_Qp8VLgQBR8Z48wcCWgUaP8pBPQ&s;Ensaimada;Islas Baleares;Difícil;120;6;Harina: 500 g, Agua: 200 ml, Azúcar: 100 g, Manteca: 100 g, Levadura: 25 g;Para preparar ensaimada, mezcla 500 g de harina, 100 g de azúcar, 10 g de sal, 25 g de levadura y 300 ml de agua. Amasa hasta obtener una masa suave. Deja reposar durante 2 horas. Forma espirales y hornea a 180 °C durante 30-35 minutos. Espolvorea con azúcar glas al salir del horno.
https://imag.bonviveur.com/frutas-de-aragon-cortadas.jpg;Frutas de Aragón;Aragón;Media;60;8;Frutas confitadas: 500 g, Azúcar: 200 g, Agua: 100 ml;Las frutas de Aragón son un dulce típico. Para hacerlas, cuece frutas (como membrillos y peras) en un almíbar de agua y azúcar. Una vez cocidas, cubre las frutas con chocolate y deja enfriar. Espolvorea con azúcar glas antes de servir.
https://content-cocina.lecturas.com/medio/2023/07/28/sorpresas-con-un-toque-dulce-sobrasada-de-mallorca-con-miel-queso-de-cabra-rulo-y-membrillo-tropical-con-kiwi-huevo-y-langostino_dd55e9a9_1200x630.jpg;Sobrasada con miel;Islas Baleares;Fácil;10;4;Sobrasada: 200 g, Miel: al gusto;Para preparar sobrasada con miel, corta la sobrasada en rodajas o en pequeñas porciones y caliéntala ligeramente en una sartén. Sirve caliente con un chorrito de miel por encima. Ideal como tapa o aperitivo.
https://www.tiaalia.com/wp-content/uploads/2019/03/Tarta-de-queso-La-Viña-1.jpg;Tarta de queso al horno;España;Media;60;8;Queso crema: 500 g, Azúcar: 150 g, Huevos: 3, Nata: 200 ml, Base de galleta: 200 g;Para hacer tarta de queso al horno, mezcla 500 g de queso crema, 200 g de azúcar, 3 huevos y un poco de vainilla. Vierte la mezcla en un molde y hornea a 180 °C durante 40 minutos. Deja enfriar y sirve fría.
https://media.mykaramelli.com/galeria/recetas/piononos-santa-fe_354_1.jpg;Piononos;Granada;Media;60;8;Bizcocho: 200 g, Crema pastelera: 300 ml, Azúcar: 100 g, Canela: al gusto;Para preparar piononos, necesitas hacer un bizcocho fino, enrollarlo y cortarlo en tiras. Rellena con crema pastelera y empapa con jarabe de ron. Enrolla y cubre con azúcar y canela. Hornea brevemente hasta dorar.
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqs9BjwFre6gL1yn_dxt1PR2YUP_svfkjS7w&s;Buñuelos de viento;España;Media;30;12;Harina: 200 g, Agua: 250 ml, Huevos: 4, Azúcar: 100 g, Aceite para freír: al gusto;Para hacer buñuelos de viento, mezcla 250 ml de agua, 100 g de mantequilla, 150 g de harina, y 3 huevos. Calienta en una sartén hasta que la masa se despegue. Forma bolitas y fríelas en aceite caliente hasta dorar. Espolvorea con azúcar.
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQV2gI6cxufmtV52Q2JVB-vx0uqwhFdTspq2g&s;Churros con chocolate;España;Fácil;40;4;Harina: 250 g, Agua: 300 ml, Azúcar: al gusto, Chocolate: 200 g;Para preparar churros, mezcla 250 g de harina con 250 ml de agua y una pizca de sal. Forma tiras y fríelas en aceite caliente hasta dorar. Sirve con chocolate caliente para mojar.
https://invitadoinvierno.com/wp-content/uploads/2017/03/receta-natillas-caseras-1.jpg;Natillas;España;Fácil;30;4;Leche: 500 ml, Yemas: 4, Azúcar: 100 g, Maicena: 30 g, Canela: al gusto;Para hacer natillas, mezcla 500 ml de leche, 100 g de azúcar, 4 yemas de huevo y una cucharadita de maicena. Cocina a fuego lento, removiendo, hasta que espese. Deja enfriar y espolvorea con canela al servir.
https://www.thespruceeats.com/thmb/PGELozD-J5Q94_WxmXy3I58e3aw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/spanish-leche-frita-dessert-recipe-3083597-hero-01-91e8fedc48394f64b8a5b276ff794bfa.jpg;Leche frita;España;Media;60;6;Leche: 500 ml, Azúcar: 100 g, Harina: 60 g, Huevo: 2, Canela: al gusto;Para preparar leche frita, mezcla 500 ml de leche, 100 g de azúcar, 50 g de maicena y canela. Cocina a fuego lento hasta que espese. Vierte en un molde, deja enfriar, corta en trozos y fríe. Espolvorea con azúcar y canela.
https://imag.bonviveur.com/torrijas-al-horno-foto-principal.jpg;Torrijas;España;Fácil;30;4;Pan: 4 rebanadas, Leche: 250 ml, Azúcar: 100 g, Huevos: 2, Canela: al gusto;Para hacer torrijas, corta rebanadas de pan y empápalas en leche con azúcar y canela. Pásalas por huevo batido y fríelas en aceite caliente. Espolvorea con azúcar y canela antes de servir.
https://www.annarecetasfaciles.com/files/flan-de-huevo-3aa.jpg;Flan de huevo;España;Fácil;60;6;Leche: 500 ml, Huevos: 4, Azúcar: 100 g, Vainilla: al gusto;Para preparar flan de huevo, mezcla 4 huevos, 400 ml de leche y 100 g de azúcar. Vierte en un molde caramelizado y cocina al baño maría durante 60 minutos. Deja enfriar antes de desmoldar.
https://mahatmarice.com/wp-content/uploads/2019/08/Arroz-Con-Leche-029-1080x675.jpg;Arroz con leche;España;Fácil;40;4;Arroz: 100 g, Leche: 1 l, Azúcar: 100 g, Canela: al gusto;Para hacer arroz con leche, hierve 1 taza de arroz con 4 tazas de leche, 100 g de azúcar y canela. Cocina a fuego lento hasta que el arroz esté tierno y la mezcla espese. Deja enfriar y espolvorea con canela antes de servir.
https://invitadoinvierno.com/wp-content/uploads/2019/09/receta-tarta-santiago-1.jpg;Tarta de Santiago;Galicia;Media;60;8;Almendra molida: 250 g, Azúcar: 200 g, Huevos: 4, Ralladura de limón: al gusto, Canela: al gusto;Para preparar la tarta de Santiago, mezcla 250 g de almendras molidas, 200 g de azúcar, 4 huevos y un poco de limón. Vierte en un molde y hornea a 180 °C durante 30-35 minutos. Deja enfriar y espolvorea con azúcar glas y la cruz de Santiago.
